sample	population	vapr	AnnTemp	Iso	TempSea	MaxTempWarm	MinTempCold	AnnPre	PreWet	PreDry	Lats.	Lons.
AS0029-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0030-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0032-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0033-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0034-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0035-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0036-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0037-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0039-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0040-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0041-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0042-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0044-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0045-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0046-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0047-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0048-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0049-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0051-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0052-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0053-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0054-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0055-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0056-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0057-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0058-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0059-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0060-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0062-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0064-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0065-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0066-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0068-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0069-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0070-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0071-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0072-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0073-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0074-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0076-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0077-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0078-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AV0001-C	GNS_1	2.275566638	252	65	1509	376	107	2090	362	9	9.25	-9.917
AV0002-C	GNS_1	2.275566638	252	65	1509	376	107	2090	362	9	9.25	-9.917
AV0003-C	GNS_1	2.275566638	252	65	1509	376	107	2090	362	9	9.25	-9.917
AV0004-C	GNS_1	2.275566638	252	65	1509	376	107	2090	362	9	9.25	-9.917
AV0005-C	GNS_1	2.275566638	252	65	1509	376	107	2090	362	9	9.25	-9.917
AV0006-C	GNS_1	2.275566638	252	65	1509	376	107	2090	362	9	9.25	-9.917
AV0007-C	GNS_1	2.275566638	252	65	1509	376	107	2090	362	9	9.25	-9.917
AV0008-C	GNS_1	2.275566638	252	65	1509	376	107	2090	362	9	9.25	-9.917
AV0009-C	GNS_1	2.275566638	252	65	1509	376	107	2090	362	9	9.25	-9.917
AV0010-C	GNS_1	2.275566638	252	65	1509	376	107	2090	362	9	9.25	-9.917
AV0011-C	GNS_1	2.275566638	252	65	1509	376	107	2090	362	9	9.25	-9.917
AV0012-C	GNS_1	2.275566638	252	65	1509	376	107	2090	362	9	9.25	-9.917
AV0013-C	GNS_1	2.275566638	252	65	1509	376	107	2090	362	9	9.25	-9.917
AV0014-C	GNS_1	2.275566638	252	65	1509	376	107	2090	362	9	9.25	-9.917
AV0015-C	GNS_1	2.275566638	252	65	1509	376	107	2090	362	9	9.25	-9.917
AV0017-C	GNS_1	2.275566638	252	65	1509	376	107	2090	362	9	9.25	-9.917
AV0018-C	GNS_1	2.275566638	252	65	1509	376	107	2090	362	9	9.25	-9.917
AV0020-C	GNS_1	2.275566638	252	65	1509	376	107	2090	362	9	9.25	-9.917
AV0021-C	GNS_1	2.275566638	252	65	1509	376	107	2090	362	9	9.25	-9.917
AV0022-C	GNS_1	2.275566638	252	65	1509	376	107	2090	362	9	9.25	-9.917
AV0024-C	GNS_1	2.275566638	252	65	1509	376	107	2090	362	9	9.25	-9.917
AV0025-C	GNS_1	2.275566638	252	65	1509	376	107	2090	362	9	9.25	-9.917
AV0026-C	GNS_2	2.280866643	238	69	776	344	121	2671	461	17	8.5	-9.417
AV0027-C	GNS_2	2.280866643	238	69	776	344	121	2671	461	17	8.5	-9.417
AV0028-C	GNS_2	2.280866643	238	69	776	344	121	2671	461	17	8.5	-9.417
AV0029-C	GNS_2	2.280866643	238	69	776	344	121	2671	461	17	8.5	-9.417
AV0030-C	GNS_2	2.280866643	238	69	776	344	121	2671	461	17	8.5	-9.417
AV0031-C	GNS_2	2.280866643	238	69	776	344	121	2671	461	17	8.5	-9.417
AV0032-C	GNS_2	2.280866643	238	69	776	344	121	2671	461	17	8.5	-9.417
AV0033-C	GNS_2	2.280866643	238	69	776	344	121	2671	461	17	8.5	-9.417
AV0034-C	GNS_2	2.280866643	238	69	776	344	121	2671	461	17	8.5	-9.417
AV0035-C	GNS_2	2.280866643	238	69	776	344	121	2671	461	17	8.5	-9.417
AV0036-C	GNS_2	2.280866643	238	69	776	344	121	2671	461	17	8.5	-9.417
AV0037-C	GNS_2	2.280866643	238	69	776	344	121	2671	461	17	8.5	-9.417
AV0039-C	GNS_2	2.280866643	238	69	776	344	121	2671	461	17	8.5	-9.417
AV0041-C	GNS_2	2.280866643	238	69	776	344	121	2671	461	17	8.5	-9.417
AV0043-C	GNS_2	2.280866643	238	69	776	344	121	2671	461	17	8.5	-9.417
AV0044-C	GNS_2	2.280866643	238	69	776	344	121	2671	461	17	8.5	-9.417
AV0045-C	GNS_2	2.280866643	238	69	776	344	121	2671	461	17	8.5	-9.417
AV0047-C	GNS_2	2.280866643	238	69	776	344	121	2671	461	17	8.5	-9.417
AY0006-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0007-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0010-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0011-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0012-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0013-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0015-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0016-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0017-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0018-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0019-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0020-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0021-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0023-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0024-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0025-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0026-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0027-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0029-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0031-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0032-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0033-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0034-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0035-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0036-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0038-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0039-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0040-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0041-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0042-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0043-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0045-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0046-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0047-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0048-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0049-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0050-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0052-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0053-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0054-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0055-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0056-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0057-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0058-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0059-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0060-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0061-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0062-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0063-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0064-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0065-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0066-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0067-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0068-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0069-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0070-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0072-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0074-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0076-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0077-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0078-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0079-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0080-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0082-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0083-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0085-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0087-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0088-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0089-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0090-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
AY0091-C	CLM_1	2.817333341	269	73	1015	334	216	1299	241	18	5.89839	-4.82293
